Initializing POSE...  
5 17920 17935
5 17935 17950
5 17950 17975
5 17975 18000
5 18000 18025
5 18025 18040
5 18040 18065
5 18065 18090
5 18090 18115
5 18115 18140
5 18140 18155
5 18155 18180
5 18180 18195
5 18195 18210
11 17670 17695
11 17695 17710
11 17710 17725
11 17725 17750
11 17750 17775
11 17775 17800
11 17800 17825
11 17825 17850
11 17850 17865
11 17865 17890
11 17890 17915
11 17915 17930
11 17930 17955
11 17955 17970
11 17970 17995
11 17995 18010
11 18010 18025
11 18025 18040
11 18040 18065
11 18065 18090
11 18090 18105
11 18105 18130
11 18130 18145
11 18145 18170
11 18170 18195
11 18195 18220
11 18220 18245
6 17765 17790
6 17790 17805
6 17805 17830
6 17830 17845
6 17845 17870
6 17870 17895
6 17895 17910
6 17910 17935
6 17935 17960
6 17960 17985
6 17985 18000
6 18000 18015
6 18015 18030
6 18030 18055
6 18055 18080
6 18080 18105
6 18105 18130
6 18130 18145
6 18145 18170
6 18170 18195
6 18195 18210
6 18210 18235
6 18235 18260
6 18260 18285
6 18285 18300
12 17645 17670
12 17670 17685
12 17685 17710
12 17710 17725
12 17725 17750
12 17750 17775
12 17775 17790
12 17790 17815
12 17815 17840
12 17840 17855
12 17855 17880
12 17880 17905
12 17905 17930
12 17930 17945
12 17945 17960
12 17960 17985
12 17985 18000
12 18000 18025
12 18025 18050
12 18050 18065
12 18065 18090
12 18090 18115
12 18115 18140
12 18140 18165
12 18165 18190
12 18190 18215
12 18215 18240
12 18240 18255
12 18255 18270
12 18270 18295
1 17920 17945
1 17945 17960
1 17960 17975
1 17975 17990
1 17990 18005
1 18005 18030
1 18030 18055
1 18055 18080
1 18080 18105
1 18105 18120
1 18120 18145
1 18145 18160
1 18160 18175
1 18175 18200
1 18200 18215
1 18215 18240
1 18240 18265
1 18265 18280
1 18280 18305
1 18305 18330
3 18125 18150
7 17885 17900
7 17900 17925
7 17925 17940
7 17940 17955
7 17955 17970
7 17970 17995
7 17995 18010
7 18010 18025
7 18025 18040
7 18040 18055
7 18055 18080
7 18080 18095
7 18095 18110
7 18110 18135
7 18135 18160
7 18160 18175
7 18175 18190
7 18190 18205
7 18205 18220
7 18220 18235
7 18235 18250
7 18250 18265
7 18265 18290
7 18290 18305
7 18305 18320
7 18320 18345
7 18345 18370
14 17990 18015
14 18015 18040
14 18105 18120
14 18120 18145
14 18145 18170
14 18170 18195
14 18195 18220
14 18220 18245
14 18245 18270
0 18215 18240
0 18255 18280
0 18285 18300
0 18300 18325
0 18325 18350
10 17920 17945
10 17945 17960
10 17960 17985
10 17985 18000
10 18000 18025
10 18025 18050
10 18050 18075
10 18075 18100
10 18100 18115
10 18115 18130
10 18130 18155
10 18155 18180
10 18180 18205
10 18205 18230
10 18230 18245
10 18245 18270
10 18270 18295
10 18295 18320
10 18320 18345
10 18345 18370
10 18370 18395
10 18395 18410
10 18410 18425
10 18425 18440
10 18440 18455
10 18455 18480
10 18480 18505
10 18505 18530
10 18530 18545
15 17810 17835
15 17835 17860
15 17860 17885
15 17885 17910
15 17910 17935
15 17935 17960
15 17960 17975
15 17975 18000
15 18000 18025
15 18025 18050
15 18050 18075
15 18075 18100
15 18100 18125
15 18125 18140
15 18140 18165
15 18165 18190
15 18190 18215
15 18215 18240
15 18240 18265
15 18265 18280
15 18280 18305
15 18305 18330
15 18330 18345
15 18345 18370
15 18370 18395
15 18395 18420
15 18420 18435
15 18435 18460
15 18460 18485
15 18485 18510
2 17860 17875
2 17875 17900
2 17900 17915
2 17915 17930
2 17930 17945
2 17945 17970
2 17970 17995
2 17995 18020
2 18020 18045
2 18045 18070
2 18070 18095
2 18095 18120
2 18120 18135
2 18135 18160
2 18160 18185
2 18185 18210
2 18210 18225
2 18225 18250
2 18250 18265
2 18265 18280
2 18280 18295
2 18295 18320
2 18320 18345
2 18345 18370
2 18370 18395
2 18395 18420
2 18420 18435
2 18435 18460
2 18460 18485
2 18485 18510
2 18510 18535
2 18535 18560
2 18560 18575
2 18575 18600
3 18335 18360
3 18420 18445
3 18450 18475
3 18515 18540
3 18565 18590
14 18415 18440
14 18440 18465
14 18515 18540
14 18615 18640
8 18125 18150
8 18150 18175
8 18175 18200
8 18200 18215
8 18215 18240
8 18240 18255
8 18255 18280
8 18280 18305
8 18305 18330
8 18330 18345
8 18345 18370
8 18370 18395
8 18395 18420
8 18420 18445
8 18445 18470
8 18470 18485
8 18485 18500
8 18500 18525
8 18525 18540
8 18540 18555
8 18555 18570
8 18570 18595
8 18595 18620
8 18620 18645
8 18645 18670
8 18670 18685
13 17860 17885
13 17885 17910
13 17910 17925
13 17925 17940
13 17940 17955
13 17955 17980
13 17980 18005
13 18005 18030
13 18030 18055
13 18055 18080
13 18080 18105
13 18105 18130
13 18130 18145
13 18145 18160
13 18160 18175
13 18175 18200
13 18200 18225
13 18225 18240
13 18240 18265
13 18265 18280
13 18280 18295
13 18295 18320
13 18320 18345
13 18345 18370
13 18370 18395
13 18395 18420
13 18420 18445
13 18445 18460
13 18460 18485
13 18485 18510
13 18510 18535
13 18535 18560
13 18560 18575
13 18575 18600
13 18600 18625
13 18625 18650
13 18650 18665
13 18665 18680
13 18680 18695
1 18330 18345
1 18345 18360
1 18360 18385
1 18385 18400
1 18400 18425
1 18425 18440
1 18440 18455
1 18455 18470
1 18470 18485
1 18485 18500
1 18500 18525
1 18525 18550
1 18550 18565
1 18565 18580
1 18580 18595
1 18595 18610
1 18610 18635
1 18635 18650
1 18650 18665
1 18665 18690
1 18690 18705
1 18705 18720
1 18720 18745
5 18210 18235
5 18235 18260
5 18260 18285
5 18285 18310
5 18310 18335
5 18335 18350
5 18350 18365
5 18365 18390
5 18390 18405
5 18405 18430
5 18430 18455
5 18455 18470
5 18470 18495
5 18495 18510
5 18510 18535
5 18535 18550
5 18550 18565
5 18565 18580
5 18580 18605
5 18605 18630
5 18630 18645
5 18645 18670
5 18670 18685
5 18685 18710
5 18710 18725
5 18725 18750
6 18300 18315
6 18315 18330
6 18330 18345
6 18345 18360
6 18360 18385
6 18385 18400
6 18400 18425
6 18425 18440
6 18440 18455
6 18455 18480
6 18480 18505
6 18505 18530
6 18530 18555
6 18555 18580
6 18580 18595
6 18595 18620
6 18620 18645
6 18650 18665
6 18665 18690
6 18710 18735
7 18370 18395
7 18395 18420
7 18420 18435
7 18435 18450
7 18450 18475
7 18475 18500
7 18500 18515
7 18515 18530
7 18530 18555
7 18555 18570
7 18570 18585
7 18585 18610
7 18610 18625
7 18625 18650
7 18650 18665
7 18665 18680
7 18680 18705
7 18705 18720
7 18720 18745
7 18745 18770
7 18770 18785
7 18785 18800
7 18800 18825
9 18010 18025
9 18025 18050
9 18050 18075
9 18075 18100
9 18100 18115
9 18115 18140
9 18140 18165
9 18165 18190
9 18190 18215
9 18215 18240
9 18240 18265
9 18265 18290
9 18290 18315
9 18315 18340
9 18340 18365
9 18365 18390
9 18390 18415
9 18415 18440
9 18440 18465
9 18465 18480
9 18480 18495
9 18495 18520
9 18520 18535
9 18535 18550
9 18550 18575
9 18575 18600
9 18600 18625
9 18625 18650
9 18650 18675
9 18675 18700
9 18700 18725
9 18725 18740
9 18740 18765
9 18765 18790
9 18790 18805
9 18805 18830
11 18245 18260
11 18260 18275
11 18275 18300
11 18300 18325
11 18325 18350
11 18350 18375
11 18375 18400
11 18400 18415
11 18415 18440
11 18440 18465
11 18465 18480
11 18480 18505
11 18505 18530
11 18530 18555
11 18555 18580
11 18580 18605
11 18605 18630
11 18630 18645
11 18645 18670
11 18670 18695
11 18695 18720
11 18720 18745
11 18745 18770
11 18770 18795
11 18795 18820
11 18820 18845
3 18670 18695
3 18695 18720
12 18295 18320
12 18320 18345
12 18345 18370
12 18370 18395
12 18395 18420
12 18420 18445
12 18445 18460
12 18460 18485
12 18485 18510
12 18510 18525
12 18525 18550
12 18550 18575
12 18575 18600
12 18600 18615
12 18615 18630
12 18630 18655
12 18655 18670
12 18670 18695
12 18695 18720
12 18720 18735
12 18735 18750
12 18750 18765
12 18765 18780
12 18780 18805
12 18805 18830
12 18830 18845
12 18845 18870
12 18870 18885
12 18885 18910
12 18910 18925
12 18925 18950
12 18950 18975
12 18975 19000
1 18745 18770
1 18770 18785
1 18785 18810
1 18810 18825
1 18825 18840
1 18840 18865
1 18865 18880
1 18880 18895
1 18895 18910
1 18910 18925
1 18925 18940
1 18940 18955
1 18955 18980
1 18980 18995
1 18995 19010
1 19010 19025
1 19025 19040
1 19040 19055
1 19055 19070
1 19070 19095
14 18655 18680
14 18680 18705
14 18705 18730
14 18730 18755
14 18755 18780
14 18780 18795
14 18795 18820
14 18875 18890
14 18890 18915
14 18915 18940
14 18940 18965
14 18965 18990
14 18990 19005
14 19005 19030
14 19030 19055
3 19125 19150
5 18750 18765
5 18765 18780
5 18780 18805
5 18805 18830
5 18830 18855
5 18855 18870
5 18870 18885
5 18885 18900
5 18900 18915
5 18915 18930
5 18930 18945
5 18945 18960
5 18960 18985
5 18985 19000
5 19000 19025
5 19025 19050
5 19050 19065
5 19065 19080
5 19080 19095
5 19095 19120
5 19120 19145
5 19145 19160
0 18945 18970
2 18600 18615
2 18615 18640
2 18640 18655
2 18655 18670
2 18670 18695
2 18695 18710
2 18710 18735
2 18735 18750
2 18750 18775
2 18775 18800
2 18800 18825
2 18825 18850
2 18850 18865
2 18865 18890
2 18890 18915
2 18915 18940
2 18940 18955
2 18955 18980
2 18980 19005
2 19005 19030
2 19030 19055
2 19055 19080
2 19080 19105
2 19105 19130
2 19130 19155
2 19155 19180
2 19180 19205
2 19205 19230
2 19230 19255
2 19255 19280
6 18770 18785
6 18785 18800
6 18800 18825
6 18825 18850
6 18850 18865
6 18865 18890
6 18890 18915
6 18915 18930
6 18930 18945
6 18945 18960
6 18960 18975
6 18975 18990
6 18990 19005
6 19005 19030
6 19030 19055
6 19055 19080
6 19080 19095
6 19095 19120
6 19120 19145
6 19145 19160
6 19160 19185
6 19185 19210
7 18825 18850
7 18850 18865
7 18865 18880
7 18880 18895
7 18895 18920
7 18920 18945
7 18945 18970
7 18970 18985
7 18985 19000
7 19000 19015
7 19015 19040
7 19040 19065
7 19065 19080
7 19080 19095
7 19095 19120
7 19120 19135
7 19135 19160
7 19160 19175
7 19175 19200
7 19200 19225
7 19225 19250
7 19250 19275
7 19275 19290
7 19290 19305
8 18685 18710
8 18710 18735
8 18735 18750
8 18750 18775
8 18775 18800
8 18800 18825
8 18825 18850
8 18850 18875
8 18875 18900
8 18900 18925
8 18925 18940
8 18940 18965
8 18965 18990
8 18990 19015
8 19015 19030
8 19030 19055
8 19055 19080
8 19080 19105
8 19105 19120
8 19120 19145
8 19145 19170
8 19170 19185
8 19185 19210
8 19210 19235
8 19235 19260
8 19260 19285
8 19285 19300
8 19300 19325
8 19325 19350
9 18830 18855
9 18855 18880
9 18880 18895
9 18895 18920
9 18920 18945
9 18945 18970
9 18970 18985
9 18985 19010
9 19010 19025
9 19025 19050
9 19050 19075
9 19075 19090
9 19090 19115
9 19115 19130
9 19130 19155
9 19165 19190
9 19190 19215
9 19285 19310
10 18545 18570
10 18570 18595
10 18595 18620
10 18620 18645
10 18645 18670
10 18670 18695
10 18695 18720
10 18720 18745
10 18745 18770
10 18770 18795
10 18795 18820
10 18820 18845
10 18845 18870
10 18870 18885
10 18885 18910
10 18910 18935
10 18935 18960
10 18960 18985
10 18985 19010
10 19010 19035
10 19035 19060
10 19060 19085
10 19085 19110
10 19110 19135
10 19135 19160
10 19160 19175
10 19175 19200
10 19200 19225
10 19225 19250
10 19250 19275
10 19275 19300
15 18510 18525
15 18525 18550
15 18550 18565
15 18565 18590
15 18590 18615
15 18615 18640
15 18640 18665
15 18665 18680
15 18680 18695
15 18695 18720
15 18720 18745
15 18745 18770
15 18770 18795
15 18795 18820
15 18820 18845
15 18845 18870
15 18870 18895
15 18895 18920
15 18920 18945
15 18945 18970
15 18970 18995
15 18995 19020
15 19020 19045
15 19045 19070
15 19070 19095
15 19095 19120
15 19120 19135
15 19135 19160
15 19160 19175
15 19175 19190
15 19190 19205
15 19205 19230
15 19230 19255
15 19255 19270
15 19270 19295
3 19165 19190
3 19190 19215
3 19215 19230
3 19230 19255
3 19255 19280
14 19125 19150
14 19195 19220
14 19240 19255
14 19255 19280
14 19280 19305
14 19315 19330
14 19330 19355
14 19355 19380
14 19380 19405
1 19095 19120
1 19120 19135
1 19135 19150
1 19150 19165
1 19165 19180
1 19180 19195
1 19195 19220
1 19220 19245
1 19245 19270
1 19270 19295
1 19295 19320
1 19320 19335
1 19335 19350
1 19350 19365
1 19365 19390
1 19390 19415
1 19415 19430
1 19430 19445
1 19445 19470
1 19470 19495
1 19495 19510
13 18695 18720
13 18720 18745
13 18745 18770
13 18770 18795
13 18795 18820
13 18820 18845
13 18845 18870
13 18870 18895
13 18895 18910
13 18910 18935
13 18935 18950
13 18950 18975
13 18975 18990
13 18990 19015
13 19015 19040
13 19040 19065
13 19065 19090
13 19090 19115
13 19115 19140
13 19140 19165
13 19165 19190
13 19190 19215
13 19215 19240
13 19240 19255
13 19255 19280
13 19280 19305
13 19305 19330
13 19330 19355
13 19355 19370
13 19370 19395
13 19395 19420
13 19420 19445
13 19445 19470
13 19470 19495
11 18845 18870
11 18870 18885
11 18885 18900
11 18900 18925
11 18925 18940
11 18940 18965
11 18965 18980
11 18980 19005
11 19005 19030
11 19030 19045
11 19045 19070
11 19070 19085
11 19085 19100
11 19100 19115
11 19115 19140
11 19140 19165
11 19165 19190
11 19190 19215
11 19215 19240
11 19240 19255
11 19255 19280
11 19280 19305
11 19305 19330
11 19330 19355
11 19355 19370
11 19370 19395
11 19395 19420
11 19420 19435
11 19435 19460
11 19460 19485
11 19485 19510
11 19510 19535
11 19535 19560
11 19560 19575
9 19345 19370
9 19370 19395
9 19395 19420
9 19500 19525
9 19550 19575
9 19580 19605
9 19605 19630
9 19630 19645
9 19645 19670
0 19580 19605
0 19605 19630
0 19630 19645
0 19645 19670
0 19670 19695
5 19160 19185
5 19185 19210
5 19210 19225
5 19225 19250
5 19250 19265
5 19265 19290
5 19290 19315
5 19315 19340
5 19340 19365
5 19365 19390
5 19390 19405
5 19405 19430
5 19430 19455
5 19455 19480
5 19480 19505
5 19505 19520
5 19520 19535
5 19535 19560
5 19560 19575
5 19575 19600
5 19600 19625
5 19625 19650
5 19650 19675
5 19675 19700
5 19700 19715
5 19715 19730
6 19210 19225
6 19225 19240
6 19240 19265
6 19265 19280
6 19280 19305
6 19305 19320
6 19320 19345
6 19345 19370
6 19370 19395
6 19410 19435
6 19435 19460
6 19460 19475
6 19475 19500
6 19500 19525
6 19525 19550
6 19550 19565
6 19565 19580
6 19580 19605
6 19605 19620
6 19620 19645
6 19645 19670
6 19670 19685
6 19685 19710
6 19710 19725
7 19305 19320
7 19320 19335
7 19335 19350
7 19350 19375
7 19375 19390
7 19390 19405
7 19405 19420
7 19420 19445
7 19445 19460
7 19460 19475
7 19475 19490
7 19490 19515
7 19515 19530
7 19530 19545
7 19545 19560
7 19560 19585
7 19585 19610
7 19610 19635
7 19635 19660
7 19660 19675
7 19675 19690
7 19690 19715
7 19715 19730
7 19730 19745
3 19590 19615
3 19645 19670
3 19735 19750
14 19495 19520
14 19595 19620
14 19620 19645
14 19645 19670
14 19670 19695
14 19700 19725
12 19000 19025
12 19025 19040
12 19040 19065
12 19065 19090
12 19090 19105
12 19105 19120
12 19120 19145
12 19145 19170
12 19170 19195
12 19195 19210
12 19210 19235
12 19235 19260
12 19260 19285
12 19285 19310
12 19310 19325
12 19325 19340
12 19340 19365
12 19365 19390
12 19390 19415
12 19415 19440
12 19440 19465
12 19465 19490
12 19490 19505
12 19505 19530
12 19530 19555
12 19555 19580
12 19580 19605
12 19605 19620
12 19620 19645
12 19645 19670
12 19670 19695
12 19695 19710
12 19710 19735
12 19735 19760
12 19760 19775
12 19775 19790
12 19790 19815
12 19815 19840
1 19510 19525
1 19525 19540
1 19540 19555
1 19555 19570
1 19570 19585
1 19585 19600
1 19600 19615
1 19615 19630
1 19630 19645
1 19645 19670
1 19670 19695
1 19695 19710
1 19710 19725
1 19725 19750
1 19750 19765
1 19765 19790
1 19790 19805
1 19805 19820
1 19820 19845
1 19845 19860
10 19300 19325
10 19325 19340
10 19340 19355
10 19355 19370
10 19370 19395
10 19395 19420
10 19420 19445
10 19445 19470
10 19470 19495
10 19495 19520
10 19520 19545
10 19545 19570
10 19570 19595
10 19595 19610
10 19610 19625
10 19625 19650
10 19650 19665
10 19665 19690
10 19690 19705
10 19705 19730
10 19730 19745
10 19745 19770
10 19770 19785
10 19785 19800
10 19800 19825
10 19825 19850
10 19850 19875
8 19350 19375
8 19375 19390
8 19390 19415
8 19415 19440
8 19440 19455
8 19455 19470
8 19470 19495
8 19495 19520
8 19520 19545
8 19545 19560
8 19560 19585
8 19585 19600
8 19600 19625
8 19625 19640
8 19640 19655
8 19655 19680
8 19680 19705
8 19705 19720
8 19720 19745
8 19745 19770
8 19770 19795
8 19795 19820
8 19820 19845
8 19845 19860
8 19860 19885
8 19885 19910
8 19910 19925
0 19775 19790
0 19790 19805
0 19805 19830
2 19280 19305
2 19305 19320
2 19320 19335
2 19335 19360
2 19360 19385
2 19385 19410
2 19410 19435
2 19435 19460
2 19460 19485
2 19485 19510
2 19510 19535
2 19535 19550
2 19550 19575
2 19575 19590
2 19590 19605
2 19605 19620
2 19620 19645
2 19645 19670
2 19670 19695
2 19695 19720
2 19720 19745
2 19745 19770
2 19770 19785
2 19785 19810
2 19810 19835
2 19835 19850
2 19850 19875
2 19875 19900
2 19900 19925
2 19925 19940
2 19940 19965
2 19965 19990
14 19900 19925
3 19750 19775
3 19775 19800
3 19800 19825
3 19950 19975
15 19295 19320
15 19320 19335
15 19335 19360
15 19360 19385
15 19385 19410
15 19410 19435
15 19435 19460
15 19460 19485
15 19485 19510
15 19510 19535
15 19535 19560
15 19560 19585
15 19585 19610
15 19610 19635
15 19635 19660
15 19660 19685
15 19685 19710
15 19710 19735
15 19735 19760
15 19760 19785
15 19785 19810
15 19810 19835
15 19835 19860
15 19860 19885
15 19885 19910
15 19910 19935
15 19935 19960
15 19960 19985
15 19985 20000
15 20000 20015
15 20015 20040
15 20040 20055
15 20055 20070
15 20070 20095
15 20095 20120
15 20120 20145
5 19730 19745
5 19745 19760
5 19760 19775
5 19775 19790
5 19790 19805
5 19805 19830
5 19830 19855
5 19855 19870
5 19870 19885
5 19885 19910
5 19910 19925
5 19925 19950
5 19950 19965
5 19965 19990
5 19990 20005
5 20005 20020
5 20020 20035
5 20035 20050
5 20050 20065
5 20065 20090
5 20090 20115
5 20115 20130
5 20130 20155
5 20155 20170
5 20170 20185
5 20185 20210
6 19725 19750
6 19750 19765
6 19765 19790
6 19790 19815
6 19815 19840
6 19840 19855
6 19855 19870
6 19870 19885
6 19885 19910
6 19910 19925
6 19925 19950
6 19950 19965
6 19965 19990
6 19990 20005
6 20005 20020
6 20020 20035
6 20035 20060
6 20060 20075
6 20075 20100
6 20100 20125
6 20125 20150
6 20150 20175
6 20175 20200
6 20200 20215
7 19745 19770
7 19770 19785
7 19785 19810
7 19810 19825
7 19825 19840
7 19840 19855
7 19855 19870
7 19870 19895
7 19895 19920
7 19920 19935
7 19935 19950
7 19950 19975
7 19975 19990
7 19990 20015
7 20015 20040
7 20040 20055
7 20055 20070
7 20070 20095
7 20095 20120
7 20120 20145
7 20145 20160
7 20160 20185
7 20185 20210
7 20210 20225
13 19495 19510
13 19510 19535
13 19535 19560
13 19560 19585
13 19585 19600
13 19600 19615
13 19615 19640
13 19640 19655
13 19655 19680
13 19680 19705
13 19705 19730
13 19730 19745
13 19745 19770
13 19770 19795
13 19795 19820
13 19820 19845
13 19845 19870
13 19870 19895
13 19895 19920
13 19920 19945
13 19945 19960
13 19960 19985
13 19985 20010
13 20010 20035
13 20035 20060
13 20060 20085
13 20085 20100
13 20100 20125
13 20125 20150
13 20150 20175
13 20195 20210
13 20210 20235
9 19670 19695
9 19695 19710
9 19710 19735
9 19735 19750
9 19750 19775
9 19775 19790
9 19790 19815
9 19815 19840
9 19840 19865
9 19865 19890
9 19890 19915
9 19915 19940
9 19940 19965
9 19965 19990
9 19990 20015
9 20015 20040
9 20040 20065
9 20065 20090
9 20090 20115
9 20115 20140
9 20140 20165
9 20165 20190
9 20205 20230
1 19860 19885
1 19885 19910
1 19910 19935
1 19935 19950
1 19950 19965
1 19965 19980
1 19980 20005
1 20005 20030
1 20030 20045
1 20045 20060
1 20060 20085
1 20085 20110
1 20110 20125
1 20125 20140
1 20140 20165
1 20165 20190
1 20190 20205
1 20205 20220
1 20220 20245
1 20245 20270
1 20270 20295
1 20295 20320
11 19575 19590
11 19590 19605
11 19605 19620
11 19620 19645
11 19645 19670
11 19670 19685
11 19685 19710
11 19710 19735
11 19735 19750
11 19750 19765
11 19765 19780
11 19780 19805
11 19805 19820
11 19820 19845
11 19845 19870
11 19870 19895
11 19895 19920
11 19920 19945
11 19945 19960
11 19960 19985
11 19985 20010
11 20010 20035
11 20035 20060
11 20060 20085
11 20085 20100
11 20100 20125
11 20125 20150
11 20150 20175
11 20175 20190
11 20190 20215
11 20215 20240
11 20240 20265
11 20265 20290
11 20290 20315
11 20315 20340
3 20060 20085
3 20090 20115
3 20305 20330
14 20040 20055
14 20055 20080
14 20080 20105
14 20105 20120
14 20120 20145
14 20145 20170
14 20195 20220
14 20285 20300
14 20300 20325
14 20325 20350
14 20350 20375
14 20385 20410
14 20410 20435
8 19925 19950
8 19950 19965
8 19965 19980
8 19980 20005
8 20005 20020
8 20020 20045
8 20045 20070
8 20070 20085
8 20085 20100
8 20100 20125
8 20125 20150
8 20150 20175
8 20175 20200
8 20200 20215
8 20215 20240
8 20240 20265
8 20265 20290
8 20290 20305
8 20305 20330
8 20330 20355
8 20355 20380
8 20380 20395
